Node1	Node2	PMID
rs117532069	cyclophosphamide	26590194
rs117532069	cytarabine	26590194
rs117532069	daunorubicin	26590194
rs117532069	dexamethasone	26590194
rs117532069	doxorubicin	26590194
rs117532069	methotrexate	26590194
rs117532069	prednisone	26590194
rs117532069	thioguanine	26590194
rs117532069	vincristine	26590194
pegaspargase	rs1891059	26590194
pegaspargase	rs17021408	26590194
pegaspargase	rs80223967	26590194
pegaspargase	rs3824662	24141364
pegaspargase	rs5128	35237305
pegaspargase	rs887829	36580335
pegaspargase	rs79085477	26590194
pegaspargase	rs117532069	26590194
pegaspargase	rs1142345	36580335
pegaspargase	rs141059755	26590194
pegaspargase	rs738409	36580335
pegaspargase	rs9958628	33768542
pegaspargase	rs779597455	35237305
pegaspargase	rs2072560	35237305
pegaspargase	rs651821	35237305
pegaspargase	rs2266788	35237305
pegaspargase	rs12283870	36580335
rs1050450	hmg coa reductase inhibitors	22890915
rs1050450	Beta Blocking Agents	22890915
rs1050450	aspirin	22890915
rs1050450	clopidogrel	22890915
rs1799971	benzodiazepine derivatives	23318993
rs1799971	3,4-methylenedioxymethamphetamine	31246565
rs1799971	cannabinoids	11840318;26392368;29881439;31246565;33402148
rs1799971	Analgesics	25096645
rs1799971	Antiinflammatory agents, non-steroids	25096645
rs1799971	Drugs used in nicotine dependence	15007373;17224915
rs1799971	Ergot alkaloids	25096645
rs1799971	Opioid anesthetics	30136624
rs1799971	Other general anesthetics	30136624
rs1799971	Sympathomimetics	23318993
rs1799971	cotinine	23223006
rs1799971	volatile anesthetics	30136624
rs1799971	acetaminophen / tramadol	36942908
rs1799971	tianeptine	30796320
rs1799971	acetaminophen	21837673
rs1799971	hydrocodone	23703421
rs1799971	naloxone	11751037;12627468;16123758;18004207;35710811
rs1799971	remifentanil	25931799
rs1799971	sumatriptan	25096645
rs1799971	antidepressants	23318993
rs1799971	antipsychotics	23318993
rs10305420	exenatide	30883264
rs10305420	liraglutide	25991051
rs11126740	Tumor necrosis factor alpha (TNF-alpha) inhibitors	27670765
calcein	rs8187710	22027652
rs3781719	botulinum toxin type a	31014225
voriconazole	rs2266780	31932875
voriconazole	rs717620	29914286
voriconazole	rs3758581	30464555
voriconazole	rs4244285	35081606
voriconazole	rs4986893	35081606
voriconazole	rs181297724	30464555
voriconazole	rs550527959	30464555
voriconazole	rs763625282	30464555
voriconazole	rs770829708	30464555
voriconazole	rs778258371	30464555
voriconazole	rs4149117	29914286
voriconazole	rs2461817	31932875
voriconazole	rs3732359	31932875
voriconazole	rs3814057	31932875
voriconazole	rs6785049	31932875
voriconazole	rs7643645	31932875
voriconazole	rs13120400	29914286
voriconazole	rs1045642	19033450;29914286
voriconazole	CYP2C19 poor metabolizers and intermediate metabolizers	28923870
voriconazole	CYP2C19 intermediate metabolizer	25558073
voriconazole	CYP2C19 poor metabolizer	25239277
voriconazole	CYP2C19 ultrarapid metabolizer	25558073;28923870
voriconazole	rs10954732	31932875
voriconazole	rs3781727	32461666
acetylcysteine	rs3750920	26331942
acetylcysteine	EPHX1 poor metabolizer	25999707
rs7041	deferasirox	30651574
rs4516035	midazolam	22484315
rs686	nicotine	18092181
sitagliptin	rs6923761	27160388;32308134
sitagliptin	rs163184	32308134
anthracyclines and related substances	rs1736557	21900104;23441093
anthracyclines and related substances	rs2020870	21900104
anthracyclines and related substances	rs2273697	35455734
anthracyclines and related substances	rs3740066	35455734
anthracyclines and related substances	rs1695	27785604
anthracyclines and related substances	rs10836235	19863340
anthracyclines and related substances	rs2229774	26237429;32587261;34525346;35147047;36728273;37828659;38951505
anthracyclines and related substances	rs7319981	21900104;23441093
anthracyclines and related substances	rs9514091	21900104;23441093
anthracyclines and related substances	rs2290271	21900104;23441093
anthracyclines and related substances	rs2305364	21900104;23441093
anthracyclines and related substances	rs2019604	21900104;23441093
anthracyclines and related substances	rs2232228	24470002
anthracyclines and related substances	rs4148350	21900104;23441093
anthracyclines and related substances	rs2108623	21900104;23441093
anthracyclines and related substances	rs10426377	21900104;23441093
anthracyclines and related substances	rs4261716	21900104;23441093
anthracyclines and related substances	rs6759892	21900104;23441093
anthracyclines and related substances	rs17583889	21900104;23441093
anthracyclines and related substances	rs17645700	21900104;23441093
anthracyclines and related substances	rs17863783	21900104;23441093;36728273
anthracyclines and related substances	rs9024	22124095
anthracyclines and related substances	rs3892097	20849243
anthracyclines and related substances	rs729147	21900104;23441093
anthracyclines and related substances	rs316019	21900104;23441093
anthracyclines and related substances	rs11155012	25823661
anthracyclines and related substances	rs1045642	12684679;19752884
anthracyclines and related substances	rs1149222	21900104;23441093
anthracyclines and related substances	rs1799983	19671875;25545243
anthracyclines and related substances	rs2032582	18836089
anthracyclines and related substances	rs2235047	21900104;23441093
anthracyclines and related substances	rs4148808	21900104;23441093
anthracyclines and related substances	rs885004	21900104;23441093
anthracyclines and related substances	rs4877847	21900104;23441093
anthracyclines and related substances	rs7853758	21900104;23441093;35147047;36728273;37828659
anthracyclines and related substances	rs28714259	27993963
anthracyclines and related substances	rs6883259	27993963
anthracyclines and related substances	rs12468485	28961156
anthracyclines and related substances	rs17102977	33802237
rs78132896	warfarin	30357299
rs62250713	ethanol	32451486
rs1013940	vincristine	29999516
lorazepam	rs4149056	36804920
lorazepam	rs1902023	15961980
lorazepam	rs7438284	17687269
lorazepam	rs7439366	17687269
glipizide	rs10494366	32504053
rs9315310	antidepressants	27091189
rs7662029	taxanes	30739312
rs7662029	mycophenolic acid	30345879
rs7662029	buprenorphine / naloxone	35697190
rs7662029	buprenorphine	35697190
rs7662029	methadone	22676193
rs57064725	cotinine	26833182
rs648893	opioids	16476706
rs963549	methadone	31940240
rs2302948	gemtuzumab ozogamicin	22584460
rs2302948	cytarabine	22584460
rs2302948	fludarabine	22584460
rs2302948	idarubicin	22584460
rs16965962	citalopram	22760553
rs1011784	acetaminophen / tramadol	36942908
rs16857540	fluorouracil	22310351
rs114119971	methylphenidate	36741090
rs6769511	fluorouracil	26115082
rs6769511	oxaliplatin	26115082
rs6769511	epirubicin	26115082
rs2236168	daunorubicin	26230641
rs2236168	doxorubicin	26230641
rs2050011	Ace Inhibitors, Plain	21898657
rs12461964	nicotine	26407342
rs745364489	succinylcholine	33024248;33774263
rs740603	buprenorphine	27983768
rs740603	methadone	27983768
rs740603	morphine	19094200
rs77932196	ivacaftor / tezacaftor	
rs77932196	elexacaftor / tezacaftor / ivacaftor	
rs2960436	fluorouracil	20860465
rs1800629	Iodine (131I) compounds	30430914
rs1800629	ethambutol	22151084;29036176
rs1800629	radiotherapy	30430914
rs1800629	atorvastatin	18997459;26857559
rs1800629	carbamazepine	11294926
rs1800629	carboplatin	31616045
rs1800629	cyclosporine	18444945
rs1800629	diclofenac	36614097
rs1800629	etanercept	12759288;16720636;16909270;18050183;18713756;19365401;22760475
rs1800629	gemcitabine	31616045
rs1800629	ibuprofen	36614097
rs1800629	indomethacin	36614097
rs1800629	ketorolac	36614097
rs1800629	mycophenolate mofetil	18444945
rs1800629	naproxen	36614097
rs1800629	pyrazinamide	22151084;29036176
rs1800629	rifampin	22151084;29036176
rs1800629	opioids	35335997
rs1800629	sorafenib	22736425
rs3219489	fluorouracil	32461665
rs3219489	radiotherapy	32461665
rs3219489	cisplatin	32461665
rs959	aspirin	20587336
rosuvastatin	rs1205	21094359
rosuvastatin	rs1736557	20679960
rosuvastatin	rs2808630	21094359
rosuvastatin	rs17111584	22331829
rosuvastatin	rs17216177	30100615
rosuvastatin	rs662799	29695967
rosuvastatin	rs12422149	28627804
rosuvastatin	rs35199625	34594217
rosuvastatin	rs1169288	21094359
rosuvastatin	rs4149081	22668755
rosuvastatin	rs34671512	30100615
rosuvastatin	rs5882	31806882
rosuvastatin	rs708272	31806882
rosuvastatin	rs71352238	22331829
rosuvastatin	rs2287622	30100615
rosuvastatin	rs3892097	31806882
rosuvastatin	rs35742686	31806882
rosuvastatin	rs12487736	27885915;29318930
rosuvastatin	rs1481012	22331829
rosuvastatin	rs6535454	17376224
rosuvastatin	rs17238540	18815589
rosuvastatin	rs20455	30304062
rosuvastatin	rs10455872	22331829
rosuvastatin	rs2230806	31806882
rosuvastatin	rs11045854	30100615
rosuvastatin	rs12305884	30100615
rosuvastatin	rs11045873	30100615
rosuvastatin	rs11045874	30100615
rosuvastatin	rs56903885	30100615
rosuvastatin	rs8187692	30100615
rosuvastatin	rs7579275	30100615
rosuvastatin	rs1805343	30100615
rosuvastatin	rs16980091	30100615
rosuvastatin	rs17216198	30100615
rosuvastatin	rs7899457	30100615
rosuvastatin	rs8187706	30100615
rosuvastatin	rs768445692	30325262
rosuvastatin	rs142693902	34594217
rosuvastatin	rs2199936	22331829
rs5934731	fluorouracil	21635146
rs5934731	cisplatin	21635146
rs5934731	mitoxantrone	21635146
rs3778152	cotinine	23223006
rs3778152	nicotine	23223006
rs6785930	ticagrelor	26083990
rs11130424	radiotherapy	36624463
rs11702425	methotrexate	22450926
rs8008020	ethanol	32451486
phenobarbital	rs1801133	31401974
phenobarbital	rs2606345	21121773;26951882
phenobarbital	rs17183814	19694741;21747585;23859570;25155934
rs12082710	antidepressants	23092981
rs527454384	pregnenolone	38580665
rs609148	opioids	16476706
rs320003	rifampin	27671213
rs28933396	desflurane	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs28933396	enflurane	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs28933396	halothane	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs28933396	isoflurane	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs28933396	methoxyflurane	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs28933396	sevoflurane	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs28933396	succinylcholine	12059893;12124989;15108991;16163667;16732084;16835904;16917943;17081152;17710899;19513315;19648156;20681998;21965348;25256590;25989378;8220422
rs1053129	methotrexate	25778468
rs118192167	calcium	11063719
rs118192167	desflurane	11063719
rs118192167	caffeine	11063719;16163667
rs118192167	enflurane	11063719
rs118192167	halothane	11063719
rs118192167	isoflurane	11063719
rs118192167	methoxyflurane	11063719
rs118192167	sevoflurane	11063719
rs118192167	succinylcholine	11063719
rs17034063	clozapine	28400155
selumetinib	rs113488022	22241789
rs3087465	irinotecan	27160286
rs7794356	montelukast	26083242
desmethylnaproxen	rs28374453	30822619
desmethylnaproxen	rs544820732	30822619
desmethylnaproxen	rs765399160	30822619
desmethylnaproxen	rs1042008	30822619
desmethylnaproxen	rs767487725	30822619
desmethylnaproxen	rs552524124	30822619
desmethylnaproxen	rs758145522	30822619
desmethylnaproxen	rs72547527	30822619
desmethylnaproxen	rs1042028	30822619
rs377474103	pravastatin	30325262
rs377474103	simvastatin	30325262
rs8832	pitrakinra	22541248
latanoprost	rs3753380	17467803;25339146
latanoprost	rs3766355	25339146;27336732
latanoprost	rs11568658	25339146
latanoprost	rs10306114	25339146
rs35687416	gemcitabine	22838950
rs368245720	6-hydroxy s-warfarin	36210801
rs2636719	risperidone	23241943
rs25678	daunorubicin	22562609;27738808
rs34671512	rosuvastatin	30100615
rs200245496	levothyroxine	28486791
rs200245496	methimazole	28486791
rs200245496	propylthiouracil	28486791
bufuralol	rs1065852	2211621
bufuralol	rs76088846	26310775
bufuralol	rs138417770	26310775
bufuralol	rs371793722	26310775
bufuralol	rs567606867	26310775
bufuralol	rs745746329	26310775
bufuralol	rs750996195	26310775
bufuralol	rs777560972	26310775
rs45446698	atorvastatin	32128760
rs3781727	voriconazole	32461666
rs3806598	SN-38	24897286
laropiprant	rs2279238	26226939
vitamin c	G6PD deficiency	11418378
rs1051375	atenolol	20031608
rs1051375	verapamil	20031608
rs183385770	fluorouracil	24648345
rs183385770	capecitabine	
rs121909005	ivacaftor	22293084;25266159;26474553
rs121909005	elexacaftor / tezacaftor / ivacaftor	
rs771237265	tolbutamide	30745309
rs833061	cetuximab	26615857
rs833061	pemetrexed	23179337
rs833061	lenalidomide	28488026
rs833061	sunitinib	22948895;23511629;27175586
rs833061	pazopanib	21576632;23179337;27175586
rs833061	carfilzomib	28488026
rs833061	dexamethasone	28488026
rs833061	sorafenib	24510746
rs2236624	corticosteroids	26644204
rs2236624	antineoplastic agents	26644204
rs7387	methotrexate	19902562
rs1061781	aspirin	27213804
rs1061781	clopidogrel	27213804
rs2070959	irinotecan	23386248
rs2070959	valproic acid	15761113;21806385;36718958
rs502434	Selective serotonin reuptake inhibitors	23394390
rs502434	venlafaxine	23394390
rs502434	antidepressants	23394390
rs2066911	peginterferon alfa-2b	19749758
rs2066911	ribavirin	19749758
rs193922802	desflurane	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs193922802	volatile anesthetics	26951757
rs193922802	caffeine	11525881
rs193922802	enflurane	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs193922802	halothane	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs193922802	isoflurane	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs193922802	methoxyflurane	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs193922802	sevoflurane	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs193922802	succinylcholine	11525881;15448513;15731587;16163667;16917943;19648156;24433488;25960145;26951757
rs17279558	methylphenidate	29382897
rs12603700	duloxetine	29407288
rs1799972	cocaine	21070507
rs1799972	nicotine	21070507
rs247616	hmg coa reductase inhibitors	27587472
dabrafenib	rs113488022	23844038
rs3788853	Ace Inhibitors, Plain	16175507;20625347;21898657
rs200858900	17beta-estradiol glucuronide	34693929
rs774212320	pregnenolone	38580665
rs4148157	allopurinol	30924126
rs4148157	topotecan	27052877
rs533334893	vincristine	37452859
rs10509681	amodiaquine	17361129;18855526
rs10509681	repaglinide	14534525
rs10509681	rosiglitazone	17178266
trabectedin	rs717620	24024892
trabectedin	rs8187707	24024892
trabectedin	rs8187710	24024892
trabectedin	rs1045642	24024892
trabectedin	rs2032582	24024892
rs2725215	allopurinol	30924126
rs2303377	duloxetine	28696415
rs553050853	o-desmethyltramadol	29705271
rs553050853	tapentadol	29705271
rs553050853	acetaminophen	29705271
rs553050853	morphine	29705271
rs553050853	tramadol	29705271
rs12746200	Pyrazolones	26398624
rs12746200	acetaminophen	26398624
rs12746200	aspirin	26398624
rs12746200	diclofenac	26398624
rs12746200	propionic acid derivatives	26398624
rs17863778	atazanavir	17058217
rs17863778	ritonavir	17058217
platinum	rs182455	26220844
platinum	rs3738514	26358256
platinum	rs1695	25677447
platinum	rs17655	22158331;28314991
platinum	rs45445694	25677447
platinum	rs11615	19362955;19786980;20530282;21902499;22026922;22188361;27498158
platinum	rs13181	15213713;19434073;19620936;20078613;21449681;21826087;22026922;22188361;29662106
platinum	rs25487	19362955;28743242
platinum	rs6941	26358256
platinum	rs1051685	26358256
platinum	rs1560661	24220096
platinum	rs2748249	24220096
platinum	rs2032582	19203783
platinum	rs836554	27299748
platinum	rs6878291	27676404
platinum	rs7719775	27676404
platinum	rs7703002	27676404
XELOX	rs3918290	31124962
XELOX	rs67376798	31124962
XELOX	rs45445694	34100299
XELOX	rs367619008	19473056;29327356;34959317
rs1937840	docetaxel	23116553
rs1937840	doxorubicin	23116553
rs756770	buprenorphine	34488071
rs121909020	ivacaftor	23891399
rs121909020	ivacaftor / tezacaftor	
rs121909020	elexacaftor / tezacaftor / ivacaftor	
rs2582405	ethanol	32451486
rs761142	sulfamethoxazole	22824134
rs200064537	capecitabine	
